cluster ,N_PATIENTS ,SURGERY_PCT_YES    ,SURGERY_PCT_NO    ,KL_LEFT_0_PCT      ,KL_LEFT_1_PCT       ,KL_LEFT_2_PCT       ,KL_LEFT_3_PCT        ,KL_LEFT_4_PCT        ,V00WOMTSL_MEAN     ,V00KOOSKPL_MEAN   ,V00KOOSYML_MEAN   ,V00KOOSQOL_MEAN    ,V00XRJSL_L_MEAN     ,V00XRJSM_L_MEAN
      0 ,       942 ,13.588110403397028 ,86.41188959660298 ,0.2961783439490446 ,0.1751592356687898  ,0.29830148619957536 ,0.17728237791932058  ,0.05307855626326964  ,14.618577494692145 ,81.93747346072188 ,84.26751592356688 ,63.21783439490445  ,0.1464968152866242  ,0.6549893842887473
      1 ,      1213 , 8.656224237427864 ,91.34377576257214 ,0.3800494641384996 ,0.1863149216817807  ,0.24979389942291838 ,0.14921681780708987  ,0.03462489694971146  ,10.693734542456719 ,86.22283594394064 ,88.08845836768342 ,67.70741962077494  ,0.11953833470733718 ,0.52679307502061
      2 ,      1137 , 8.003518029903255 ,91.99648197009674 ,0.4810905892700088 ,0.17941952506596306 ,0.22075637642919965 ,0.10202286719437115  ,0.016710642040457344 , 9.286279683377309 ,88.11908531222515 ,89.3576077396658  ,71.11416007036058  ,0.0932277924362357  ,0.40105540897097625
      3 ,       458 ,14.847161572052403 ,85.1528384279476  ,0.1615720524017467 ,0.1615720524017467  ,0.3951965065502183  ,0.23799126637554585  ,0.043668122270742356 ,19.016812227074233 ,78.24650655021834 ,80.29061135371178 ,58.193231441048034 ,0.20087336244541484 ,0.7641921397379913
      4 ,       676 , 4.733727810650888 ,95.26627218934911 ,0.5857988165680473 ,0.1834319526627219  ,0.15532544378698224 ,0.060650887573964495 ,0.014792899408284023 , 7.355029585798817 ,90.24852071005917 ,91.11213017751479 ,74.56568047337277  ,0.07396449704142012 ,0.2440828402366864
